Time/Tenor 1d_Hist 1d_Low 1d_High 7d_Hist 7d_Low 7d_High 21d_Hist 21d_Low 21d_High 42d_Hist 42d_Low 42d_High 63d_Hist 63d_Low 63d_High 126d_Hist 126d_Low 126d_High 252d_Hist 252d_Low 252d_High
0.845238 0.0411 0.0461733 0.0666281 0.0436938 0.0462656 0.0664977 0.0444219 0.0464736 0.0662002 0.0436063 0.0467766 0.0657938 0.0433047 0.0470925 0.0653594 0.0426375 0.0477876 0.064227 0.0431281 0.0486726 0.0623256
0.849206 0.0466594 0.0461756 0.0666654 0.0457938 0.0462665 0.0665399 0.0442938 0.0464712 0.0662533 0.0435 0.0467598 0.0658392 0.0431625 0.0470274 0.0654429 0.042475 0.0477175 0.0642134 0.042875 0.0486491 0.0625064
0.853175 0.0425 0.045999 0.0663854 0.0439219 0.0460893 0.0662649 0.0438063 0.0462925 0.0659898 0.0431156 0.0465783 0.065587 0.0427 0.0467621 0.0651872 0.0421875 0.0474494 0.0641586 0.042375 0.0484631 0.0623877
0.857143 0.0387813 0.0458878 0.0664994 0.0412875 0.0459818 0.0663823 0.0425375 0.0461935 0.0661145 0.0424125 0.0464708 0.0657033 0.0422125 0.0467157 0.0653015 0.0417875 0.0475358 0.0643141 0.0419875 0.0484094 0.0625192
0.861111 0.0387875 0.0460156 0.0666649 0.0423375 0.0461084 0.0665323 0.0423 0.0463058 0.066232 0.042125 0.0466336 0.0657982 0.0419625 0.0469165 0.0653834 0.04145 0.0476451 0.0642404 0.041725 0.0484421 0.0626458
0.865079 0.0388 0.0456577 0.0667535 0.04265 0.0457404 0.0666119 0.0424 0.0459265 0.0662888 0.0420484 0.0461888 0.0658224 0.0419125 0.0464955 0.0653765 0.0414125 0.0473099 0.0641579 0.0417625 0.0484004 0.0625688
0.869048 0.038475 0.0455293 0.0668623 0.0399375 0.0456147 0.0666959 0.0414828 0.045807 0.0663169 0.0413875 0.0460952 0.0658621 0.0413438 0.0464086 0.0654124 0.0409125 0.0469921 0.064271 0.040975 0.0481295 0.0627285
0.873016 0.0376875 0.0458129 0.0668625 0.0394438 0.0459258 0.066758 0.0413063 0.0461618 0.0664787 0.0411813 0.0464379 0.0660567 0.041075 0.0466931 0.0655314 0.0405531 0.0473292 0.0645715 0.040675 0.0481534 0.0627727
0.876984 0.0375 0.0452869 0.067069 0.0386656 0.0453955 0.0669783 0.0411625 0.0456401 0.06677 0.0406781 0.0459822 0.0664138 0.0404781 0.0462494 0.0658762 0.039875 0.0471351 0.0648495 0.0399375 0.0482031 0.0627998
0.880952 0.0369063 0.0457368 0.0675251 0.0386938 0.0458331 0.0674289 0.041275 0.0460498 0.0670835 0.0407781 0.0463554 0.0664701 0.0405625 0.046623 0.0658871 0.0398625 0.0471023 0.0647525 0.0399625 0.0480958 0.0627869
0.884921 0.0337813 0.0458155 0.0669422 0.0363313 0.0459361 0.0667998 0.0392344 0.0462077 0.066475 0.0391453 0.0465186 0.0660072 0.0391125 0.0467037 0.0655611 0.0387813 0.0474914 0.0643563 0.039025 0.0482697 0.0625395
0.888889 0.035075 0.0455304 0.0675217 0.038825 0.0456217 0.0673807 0.0393125 0.0458274 0.0671173 0.0392 0.0461576 0.0668045 0.0390703 0.0465282 0.0663631 0.0387188 0.0471118 0.0650557 0.038975 0.0484033 0.0628958
0.892857 0.035 0.0455503 0.0671008 0.0368219 0.045638 0.0669866 0.0390406 0.0458357 0.0667459 0.0389828 0.0461903 0.0663954 0.0388625 0.0465292 0.066057 0.0385094 0.0474027 0.0649271 0.0388063 0.0482538 0.0627996
0.896825 0.0344219 0.0456512 0.0671654 0.0368563 0.0457873 0.067035 0.0390875 0.0460935 0.0666813 0.0391375 0.046458 0.0661716 0.0391875 0.0467164 0.0656855 0.03925 0.0472735 0.0645746 0.040025 0.0483116 0.0625741
0.900794 0.0344438 0.0454065 0.0668678 0.0387188 0.0455005 0.0667139 0.0392844 0.0457122 0.066363 0.0393969 0.0460107 0.0658577 0.0394813 0.0462876 0.0653759 0.0400625 0.0470021 0.0642393 0.0416203 0.0480331 0.0627017
0.904762 0.043825 0.0455008 0.0670324 0.0413375 0.0455882 0.0668797 0.0397625 0.0457852 0.0665519 0.0397609 0.0461456 0.0660785 0.0399375 0.0464656 0.0656258 0.040425 0.047034 0.0643795 0.0417469 0.048113 0.0625282
0.90873 0.0422844 0.0458737 0.0674118 0.039775 0.0459563 0.0672756 0.039675 0.0461422 0.0669646 0.039725 0.0464042 0.0664441 0.039875 0.0466471 0.0659355 0.040175 0.047273 0.0648572 0.0417297 0.0481499 0.0626525
0.912698 0.0375 0.0455871 0.0674515 0.035475 0.045673 0.0673042 0.0388688 0.0458666 0.0669683 0.0391703 0.0461394 0.0664844 0.0393719 0.0463925 0.0660232 0.0395859 0.0471919 0.0647599 0.041125 0.0483242 0.0626953
0.916667 0.034375 0.0454748 0.0674176 0.035 0.0455877 0.0672586 0.0385172 0.045842 0.0668964 0.039075 0.0462007 0.0663746 0.03925 0.0465335 0.0658772 0.0395734 0.047393 0.0647766 0.0412 0.0484306 0.0627391
0.920635 0.0337875 0.0455987 0.0675133 0.035 0.0456918 0.0673222 0.0386047 0.0459012 0.0668872 0.0391625 0.0461957 0.0663862 0.0393938 0.0464682 0.066085 0.0397875 0.0472377 0.0649244 0.0418688 0.0484772 0.0631383
0.924603 0.0332438 0.0456332 0.0670478 0.0351 0.0457278 0.0669202 0.0386 0.0459404 0.0666923 0.0392125 0.0462396 0.0662566 0.0394063 0.0465164 0.0659014 0.0399 0.0473749 0.064716 0.0417469 0.0484316 0.0628089
0.928571 0.0336188 0.0456833 0.0670882 0.0369063 0.0457779 0.0669127 0.0386 0.045991 0.0665252 0.03925 0.0462914 0.0661114 0.0394313 0.04657 0.0656886 0.039925 0.0472889 0.064619 0.0417469 0.0483006 0.062799
0.93254 0.0331719 0.045928 0.0672143 0.0375 0.0460245 0.0670856 0.0389203 0.0462417 0.0667915 0.0393938 0.0465476 0.0663144 0.0396469 0.0468312 0.0658909 0.0402 0.0475616 0.0646709 0.0424375 0.0485848 0.0629129
0.936508 0.0331844 0.0459477 0.0677659 0.0388625 0.0460512 0.0676289 0.0393688 0.0462841 0.0672438 0.0395094 0.0466118 0.0666352 0.0396859 0.0469152 0.0661485 0.0402 0.0476948 0.064836 0.0423 0.0484931 0.0631684
0.940476 0.0337875 0.0456471 0.0677235 0.0405938 0.0457532 0.06754 0.0400125 0.0459919 0.0671221 0.04 0.0463279 0.0665215 0.04 0.0466389 0.066025 0.0403516 0.0474385 0.0649014 0.0422609 0.0485554 0.0630103
0.944444 0.037375 0.0454494 0.0674546 0.0390875 0.0455428 0.0673541 0.0402625 0.045753 0.0671238 0.0402125 0.0460487 0.0667475 0.0402375 0.0463223 0.0663089 0.0403141 0.0470253 0.0649853 0.04205 0.0480876 0.062857
0.948413 0.0470719 0.045183 0.0677354 0.0427375 0.0452719 0.0675984 0.0407906 0.0454724 0.0672856 0.0403125 0.0457551 0.0668337 0.0401875 0.0460174 0.0664013 0.040025 0.0467874 0.0651595 0.0415203 0.0478853 0.0629327
0.952381 0.0436156 0.044775 0.0675663 0.0406063 0.0448814 0.0674311 0.0399375 0.0451207 0.0671226 0.0399875 0.0454575 0.0666773 0.0399875 0.0457692 0.0662518 0.039975 0.0465707 0.0650804 0.0415453 0.0476934 0.0629688
0.956349 0.0465719 0.0448034 0.067559 0.0413938 0.0449095 0.0674205 0.04 0.0451482 0.0671043 0.0399625 0.045484 0.0666471 0.039975 0.0457948 0.0662093 0.03995 0.0465955 0.0648312 0.0415782 0.0478895 0.0629314
0.960317 0.0463375 0.0450031 0.0676539 0.0413375 0.0451064 0.0675026 0.0403516 0.0453389 0.0671555 0.0403391 0.0456659 0.0666556 0.0403641 0.0459684 0.0661789 0.0407313 0.0467454 0.064972 0.0435813 0.0480332 0.0628383
0.964286 0.0390625 0.044304 0.0674429 0.0401125 0.0444332 0.0672919 0.0403282 0.044724 0.0669476 0.0403548 0.0451338 0.0663792 0.0403923 0.0455137 0.0657882 0.0408625 0.0464942 0.064683 0.043775 0.0478505 0.0625747
0.968254 0.03885 0.0446014 0.067246 0.04015 0.0447071 0.067064 0.0403016 0.0449451 0.0666495 0.0403156 0.04528 0.0661587 0.0403281 0.04559 0.0657386 0.0406563 0.0463872 0.0646326 0.0435938 0.0475367 0.062632
0.972222 0.03885 0.0448058 0.0671992 0.0406375 0.0449282 0.0670394 0.0402375 0.0452038 0.0666754 0.04025 0.0455917 0.0661515 0.04025 0.0459508 0.0656527 0.0403298 0.0465767 0.0644201 0.0428798 0.0474453 0.0627153
0.97619 0.0415438 0.0449731 0.0673914 0.0418938 0.0450947 0.0672408 0.0404641 0.0453683 0.0668958 0.0403173 0.0457534 0.0663617 0.0402781 0.0461101 0.0658695 0.0402798 0.0469895 0.064637 0.0427516 0.0478027 0.062666
0.980159 0.0446875 0.0444808 0.0674137 0.0426875 0.0446097 0.0672626 0.0405 0.0448997 0.0669181 0.0403891 0.0453082 0.0664217 0.0403657 0.0456869 0.0659482 0.04045 0.0466631 0.064651 0.0428891 0.0478225 0.0629633
0.984127 0.0450625 0.0445239 0.0676789 0.0433453 0.0446531 0.0675336 0.0406188 0.044944 0.0672015 0.0405906 0.0453536 0.0667216 0.0405875 0.0456694 0.0662621 0.0408 0.0464741 0.0649942 0.0438813 0.0478119 0.0628642
0.988095 0.0460313 0.0443793 0.0675476 0.0425375 0.0445019 0.0673818 0.0404641 0.044778 0.0670108 0.040525 0.0451849 0.0664993 0.0405375 0.0455742 0.0660117 0.040775 0.0465778 0.0651865 0.0438563 0.0478093 0.0631421
0.992063 0.0457656 0.0443103 0.0679815 0.0409156 0.0444232 0.0678431 0.0404016 0.0446778 0.0674554 0.0404641 0.0450369 0.0668882 0.0404641 0.0453704 0.0663487 0.04065 0.0462329 0.0648781 0.0437188 0.0476331 0.0632861
0.996032 0.05125 0.0440745 0.067797 0.0420375 0.0441669 0.0676621 0.0406563 0.0443752 0.0673538 0.0405875 0.0447423 0.0669079 0.0406 0.0451713 0.0664807 0.0406563 0.0460695 0.0651075 0.0436313 0.0473398 0.0631025
